gene_id	chrom_start	chrom_end	description	gene_id	gene_synonym	gene
gene_00590	673008	673238	Ontology_term:GO:0006412, Ontology_term:GO:0003735, Ontology_term:GO:0000314, Ontology_term:GO:0022627, gene:rpsR, go_function:structural constituent of ribosome|0003735||IEA, go_process:translation|0006412||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_253621.1, product:30S ribosomal protein S18, protein_id:WP_002551829.1	HH203_RS02935		rpsR
gene_00591	673275	674174	inference:COORDINATES: similar to AA sequence:RefSeq:WP_020306867.1, product:hypothetical protein, protein_id:WP_011058950.1	HH203_RS02940		
gene_00592	674196	674642	Ontology_term:GO:0006412, Ontology_term:GO:0003735, Ontology_term:GO:0000311, Ontology_term:GO:0022625, gene:rplI, go_function:structural constituent of ribosome|0003735||IEA, go_process:translation|0006412||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_004883587.1, product:50S ribosomal protein L9, protein_id:WP_007921484.1	HH203_RS02945		rplI
gene_00593	674767	676164	Ontology_term:GO:0006260, Ontology_term:GO:0003677, Ontology_term:GO:0003678, Ontology_term:GO:0005524, gene:dnaB, go_function:DNA binding|0003677||IEA, go_function:DNA helicase activity|0003678||IEA, go_function:ATP binding|0005524||IEA, go_process:DNA replication|0006260||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_017901624.1, product:replicative DNA helicase, protein_id:WP_011058951.1	HH203_RS02950		dnaB
gene_00594	676345	678642	Ontology_term:GO:1904047, go_function:S-adenosyl-L-methionine binding|1904047||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011332195.1, product:YgiQ family radical SAM protein, protein_id:WP_011058952.1	HH203_RS02955		
gene_00595	678824	679756	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058953.1, product:hypothetical protein, protein_id:WP_011058953.1	HH203_RS02960		
gene_00596	679753	680202	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058954.1, product:hypothetical protein, protein_id:WP_011058954.1	HH203_RS02965		
gene_00597	680374	683649	inference:COORDINATES: similar to AA sequence:RefSeq:WP_007902699.1, product:transglutaminase family protein, protein_id:WP_011058955.1	HH203_RS02970		
gene_00598	683737	686223	inference:COORDINATES: similar to AA sequence:RefSeq:WP_008157018.1, product:circularly permuted type 2 ATP-grasp protein, protein_id:WP_011058956.1	HH203_RS02975		
gene_00599	686223	687113	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058957.1, product:transglutaminase family protein, protein_id:WP_011058957.1	HH203_RS02980		
gene_00600	687223	687399	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058958.1, product:hypothetical protein, protein_id:WP_011058958.1	HH203_RS02985		
gene_00601	687468	688055	inference:COORDINATES: similar to AA sequence:RefSeq:WP_008068895.1, product:TIGR00730 family Rossman fold protein, protein_id:WP_011058959.1	HH203_RS02990		
gene_00602	688407	688853	Ontology_term:GO:0005507, Ontology_term:GO:0009055, gene:azu, go_function:copper ion binding|0005507||IEA, go_function:electron transfer activity|0009055||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019408319.1, product:azurin, protein_id:WP_011058960.1	HH203_RS02995		azu
gene_00603	689007	689834	Ontology_term:GO:0009435, Ontology_term:GO:0003952, Ontology_term:GO:0004359, Ontology_term:GO:0008795, gene:nadE, go_function:NAD+ synthase (glutamine-hydrolyzing) activity|0003952||IEA, go_function:glutaminase activity|0004359||IEA, go_function:NAD+ synthase activity|0008795||IEA, go_process:NAD biosynthetic process|0009435||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015633946.1, product:ammonia-dependent NAD(+) synthetase, protein_id:WP_011058961.1	HH203_RS03000		nadE
gene_00604	689838	691052	Ontology_term:GO:0019358, Ontology_term:GO:0004516, gene:pncB, go_function:nicotinate phosphoribosyltransferase activity|0004516||IEA, go_process:nicotinate nucleotide salvage|0019358||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_005784275.1, product:nicotinate phosphoribosyltransferase, protein_id:WP_011058962.1	HH203_RS03005		pncB
gene_00605	691255	692157	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015633948.1, product:LysR family transcriptional regulator, protein_id:WP_011058963.1	HH203_RS03010		
gene_00606	692328	693818	inference:COORDINATES: similar to AA sequence:RefSeq:WP_016985381.1, product:aldehyde dehydrogenase family protein, protein_id:WP_011058964.1	HH203_RS03015		
gene_00607	693932	695215	Ontology_term:GO:0016491, go_function:oxidoreductase activity|0016491||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_018928480.1, product:FAD-binding oxidoreductase, protein_id:WP_011058965.1	HH203_RS03020		
gene_00608	695580	696716	Ontology_term:GO:0015803, Ontology_term:GO:0055085, Ontology_term:GO:0015658, Ontology_term:GO:0022857, Ontology_term:GO:0140359, go_function:branched-chain amino acid transmembrane transporter activity|0015658||IEA, go_function:transmembrane transporter activity|0022857||IEA, go_function:ABC-type transporter activity|0140359||IEA, go_process:branched-chain amino acid transport|0015803||IEA, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003188098.1, product:branched-chain amino acid ABC transporter substrate-binding protein, protein_id:WP_011058966.1	HH203_RS03025		
gene_00609	696878	697792	inference:COORDINATES: similar to AA sequence:RefSeq:NP_253599.1, product:branched-chain amino acid ABC transporter permease, protein_id:WP_011058967.1	HH203_RS03030		
gene_00610	697795	699090	Ontology_term:GO:0055085, Ontology_term:GO:0015658, Ontology_term:GO:0016020, gene:livM, go_function:branched-chain amino acid transmembrane transporter activity|0015658||IEA, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015633950.1, product:high-affinity branched-chain amino acid ABC transporter permease LivM, protein_id:WP_011058968.1	HH203_RS03035		livM
gene_00611	699087	699959	Ontology_term:GO:0005524, go_function:ATP binding|0005524||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_253597.1, product:ATP-binding cassette domain-containing protein, protein_id:WP_011058969.1	HH203_RS03040		
gene_00612	699956	700672	Ontology_term:GO:0005524, Ontology_term:GO:0016887, Ontology_term:GO:0042626, Ontology_term:GO:0140359, go_function:ATP binding|0005524||IEA, go_function:ATP hydrolysis activity|0016887||IEA, go_function:ATPase-coupled transmembrane transporter activity|0042626||IEA, go_function:ABC-type transporter activity|0140359||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_253596.1, product:ABC transporter ATP-binding protein, protein_id:WP_011058970.1	HH203_RS03045		
gene_00613	701545	702312	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019094076.1, product:SDR family oxidoreductase, protein_id:WP_011058971.1	HH203_RS03050		
gene_00614	702560	703465	Ontology_term:GO:0006812, Ontology_term:GO:0008324, Ontology_term:GO:0015562, Ontology_term:GO:0016020, go_function:monoatomic cation transmembrane transporter activity|0008324||IEA, go_function:efflux transmembrane transporter activity|0015562||IEA, go_process:monoatomic cation transport|0006812||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_017478366.1, product:cation diffusion facilitator family transporter, protein_id:WP_011058972.1	HH203_RS03055		
gene_00615	703539	704678	Ontology_term:GO:0016853, go_function:isomerase activity|0016853||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015633952.1, product:AGE family epimerase/isomerase, protein_id:WP_011058973.1	HH203_RS03060		
gene_00616	704896	705468	inference:COORDINATES: similar to AA sequence:RefSeq:NP_253581.1, product:HupE/UreJ family protein, protein_id:WP_011058974.1	HH203_RS03065		
gene_00617	705507	706121	Ontology_term:GO:0019627, Ontology_term:GO:0016530, Ontology_term:GO:0046872, gene:ureG, go_function:metallochaperone activity|0016530||IEA, go_function:metal ion binding|0046872||IEA, go_process:urea metabolic process|0019627||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_253580.1, product:urease accessory protein UreG, protein_id:WP_011058975.1	HH203_RS03070		ureG
gene_00618	706131	706805	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011332213.1, product:urease accessory protein UreF, protein_id:WP_011058976.1	HH203_RS03075		
gene_00619	706802	707302	gene:ureE, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058977.1, product:urease accessory protein UreE, protein_id:WP_011058977.1	HH203_RS03080		ureE
gene_00620	707583	708215	Ontology_term:GO:0003677, go_function:DNA binding|0003677||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008016847.1, product:TetR family transcriptional regulator, protein_id:WP_011058978.1	HH203_RS03085		
gene_00621	708384	708851	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058979.1, product:hypothetical protein, protein_id:WP_011058979.1	HH203_RS03090		
gene_00622	709237	711312	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015633956.1, product:AsmA family protein, protein_id:WP_011058980.1	HH203_RS03095		
gene_00623	711379	711909	Ontology_term:GO:0008199, go_function:ferric iron binding|0008199||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007950623.1, product:ferritin-like domain-containing protein, protein_id:WP_011058981.1	HH203_RS03100		
gene_00624	712020	712943	inference:COORDINATES: similar to AA sequence:RefSeq:WP_020298719.1, product:LysR substrate-binding domain-containing protein, protein_id:WP_162470465.1	HH203_RS03105		
gene_00625	713069	713707	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058983.1, product:NAD(P)H-dependent oxidoreductase, protein_id:WP_011058983.1	HH203_RS03110		
gene_00626	713720	714025	Ontology_term:GO:0022857, go_function:transmembrane transporter activity|0022857||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249477.1, product:multidrug efflux SMR transporter, protein_id:WP_011058984.1	HH203_RS03115		
gene_00627	714146	715036	inference:COORDINATES: similar to AA sequence:RefSeq:WP_003197326.1, product:triacylglycerol lipase, protein_id:WP_011058985.1	HH203_RS03120		
gene_00628	715039	715944	Ontology_term:GO:0055085, Ontology_term:GO:0005215, go_function:transporter activity|0005215||IEA, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015633959.1, product:DMT family transporter, protein_id:WP_011058986.1	HH203_RS03125		
gene_00629	716041	716829	Ontology_term:GO:0006355, Ontology_term:GO:0003700, Ontology_term:GO:0043565, go_function:DNA-binding transcription factor activity|0003700||IEA, go_function:sequence-specific DNA binding|0043565||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008068941.1, product:helix-turn-helix domain-containing protein, protein_id:WP_011058987.1	HH203_RS03130		
gene_00630	716901	717200	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019650658.1, product:PsiF family protein, protein_id:WP_011058988.1	HH203_RS03135		
gene_00631	717446	719149	Ontology_term:GO:0006811, Ontology_term:GO:0015031, Ontology_term:GO:0015288, Ontology_term:GO:0046930, go_function:porin activity|0015288||IEA, go_process:monoatomic ion transport|0006811||IEA, go_process:protein transport|0015031||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015633960.1, product:ShlB/FhaC/HecB family hemolysin secretion/activation protein, protein_id:WP_011058989.1	HH203_RS03140		
gene_00632	719170	727785	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015633961.1, product:hemagglutinin repeat-containing protein, protein_id:WP_239473070.1	HH203_RS03145		
gene_00633	730399	731409	inference:COORDINATES: similar to AA sequence:RefSeq:WP_003171426.1, product:membrane protein, protein_id:WP_011058994.1	HH203_RS03150		
gene_00634	731476	732741	Ontology_term:GO:0000166, Ontology_term:GO:0005524, Ontology_term:GO:0140662, go_function:nucleotide binding|0000166||IEA, go_function:ATP binding|0005524||IEA, go_function:ATP-dependent protein folding chaperone|0140662||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_253560.1, product:Hsp70 family protein, protein_id:WP_011058995.1	HH203_RS03155		
gene_00635	733039	733980	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019650656.1, product:DnaJ C-terminal domain-containing protein, protein_id:WP_011058996.1	HH203_RS03160		
gene_00636	734004	734306	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058997.1, product:chaperone modulator CbpM, protein_id:WP_011058997.1	HH203_RS03165		
gene_00637	734516	735649	Ontology_term:GO:0007165, Ontology_term:GO:0000156, Ontology_term:GO:0004673, Ontology_term:GO:0005524, go_function:phosphorelay response regulator activity|0000156||IEA, go_function:protein histidine kinase activity|0004673||IEA, go_function:ATP binding|0005524||IEA, go_process:signal transduction|0007165||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058998.1, product:HAMP domain-containing sensor histidine kinase, protein_id:WP_011058998.1	HH203_RS03170		
gene_00638	735748	737448	Ontology_term:GO:0019627, Ontology_term:GO:0009039, Ontology_term:GO:0016151, gene:ureC, go_function:urease activity|0009039||IEA, go_function:nickel cation binding|0016151||IEA, go_process:urea metabolic process|0019627||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011269033.1, product:urease subunit alpha, protein_id:WP_011058999.1	HH203_RS03175		ureC
gene_00639	737557	737862	Ontology_term:GO:0043419, Ontology_term:GO:0035550, go_process:urea catabolic process|0043419||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_253554.1, product:urease subunit beta, protein_id:WP_011059000.1	HH203_RS03180		
gene_00640	737859	738392	Ontology_term:GO:0008080, go_function:N-acetyltransferase activity|0008080||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_016703749.1, product:GNAT family N-acetyltransferase, protein_id:WP_011059001.1	HH203_RS03185		
gene_00641	738400	738933	inference:COORDINATES: similar to AA sequence:RefSeq:WP_018928451.1, product:GNAT family N-acetyltransferase, protein_id:WP_011059002.1	HH203_RS03190		
gene_00642	738943	739245	Ontology_term:GO:0019627, Ontology_term:GO:0009039, gene:ureA, go_function:urease activity|0009039||IEA, go_process:urea metabolic process|0019627||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_253552.1, product:urease subunit gamma, protein_id:WP_011059003.1	HH203_RS03195		ureA
gene_00643	739303	740142	inference:COORDINATES: similar to AA sequence:RefSeq:WP_010213534.1, product:urease accessory protein UreD, protein_id:WP_011059004.1	HH203_RS03200		
gene_00644	740173	740871	Ontology_term:GO:0015840, Ontology_term:GO:0005524, Ontology_term:GO:0033221, Ontology_term:GO:0009898, Ontology_term:GO:0055052, gene:urtE, go_function:ATP binding|0005524||IEA, go_function:ATPase-coupled urea transmembrane transporter activity|0033221||IEA, go_process:urea transport|0015840||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_253549.1, product:urea ABC transporter ATP-binding subunit UrtE, protein_id:WP_011059005.1	HH203_RS03205		urtE
gene_00645	740975	741835	Ontology_term:GO:0015840, Ontology_term:GO:0005524, Ontology_term:GO:0033221, Ontology_term:GO:0009898, Ontology_term:GO:0055052, gene:urtD, go_function:ATP binding|0005524||IEA, go_function:ATPase-coupled urea transmembrane transporter activity|0033221||IEA, go_process:urea transport|0015840||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_002555397.1, product:urea ABC transporter ATP-binding protein UrtD, protein_id:WP_011059006.1	HH203_RS03210		urtD
gene_00646	741832	742911	Ontology_term:GO:0015840, Ontology_term:GO:0033221, Ontology_term:GO:0005886, Ontology_term:GO:0055052, gene:urtC, go_function:ATPase-coupled urea transmembrane transporter activity|0033221||IEA, go_process:urea transport|0015840||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_253547.1, product:urea ABC transporter permease subunit UrtC, protein_id:WP_011059007.1	HH203_RS03215		urtC
gene_00647	742911	744413	Ontology_term:GO:0015840, Ontology_term:GO:0033221, Ontology_term:GO:0005886, Ontology_term:GO:0055052, gene:urtB, go_function:ATPase-coupled urea transmembrane transporter activity|0033221||IEA, go_process:urea transport|0015840||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_020797582.1, product:urea ABC transporter permease subunit UrtB, protein_id:WP_011059008.1	HH203_RS03220		urtB
